VIRGO_ID	Species
V1098963	not assigned
V1098964	not assigned
V1593893	not assigned
V1099485	Gardnerella_sp13
V1099500	Gardnerella_sp13
V1099544	Gardnerella_sp13
V1100172	Gardnerella_sp13
V1311208	not assigned
V1107203	Gardnerella_sp13
V1110942	Gardnerella_sp13
V1111085	Gardnerella_sp13
V1111829	Gardnerella_sp13
V1315679	not assigned
V1116456	Gardnerella_sp11
V1036134	Gardnerella_vaginalis
V1170207	Gardnerella_sp11
V1170480	Gardnerella_sp11
V1170648	Gardnerella_sp11
V1170650	Gardnerella_sp11
V1170985	Gardnerella_sp11
V1170988	Gardnerella_sp11
V1171126	Gardnerella_sp11
V1171147	Gardnerella_sp11
V1171174	Gardnerella_sp11
V1171265	Gardnerella_sp11
V1171475	Gardnerella_sp11
V1098989	Gardnerella_sp10
V1171754	Gardnerella_sp11
V1098991	not assigned
V1098992	not assigned
V1171824	Gardnerella_sp11
V1040666	Gardnerella_sp8
V1172019	Gardnerella_sp11
V1172777	Gardnerella_sp11
V1175580	Gardnerella_sp11
V1177232	Gardnerella_sp11
V1042173	Gardnerella_sp7
V1342603	Gardnerella_sp13
V1195143	Gardnerella_sp13
V1099002	not assigned
V1098872	Gardnerella_sp13
V1195188	Gardnerella_sp13
V1195206	Gardnerella_sp13
V1195255	Gardnerella_sp13
V1195266	Gardnerella_sp13
V1195324	Gardnerella_sp13
V1195366	Gardnerella_sp13
V1195441	Gardnerella_sp13
V1195442	Gardnerella_sp13
V1240379	Gardnerella_sp13
V1240558	Gardnerella_sp13
V1240559	Gardnerella_sp13
V1240804	Gardnerella_sp13
V1136922	not assigned
V1240843	Gardnerella_sp13
V1241109	Gardnerella_sp13
V1241164	Gardnerella_sp13
V1241510	Gardnerella_sp13
V1241613	Gardnerella_sp13
V1083915	Gardnerella_sp14
V1244172	Gardnerella_sp13
V1268336	Gardnerella_sp13
V1310277	Gardnerella_sp11
V1310982	Gardnerella_sp11
V1311278	Gardnerella_sp13
V1311459	Gardnerella_sp11
V1311587	Gardnerella_sp13
V1311712	Gardnerella_sp11
V1099031	not assigned
V1099032	not assigned
V1311810	Gardnerella_sp11
V1311830	Gardnerella_sp11
V1312286	Gardnerella_sp13
V1312921	Gardnerella_sp11
V1313006	Gardnerella_sp11
V1313289	Gardnerella_sp11
V1313290	Gardnerella_sp11
V1314019	Gardnerella_sp11
V1103831	Gardnerella_sp8
V1314859	Gardnerella_sp11
V1315223	Gardnerella_sp11
V1316057	Gardnerella_sp13
V1316569	Gardnerella_sp13
V1137049	Gardnerella_sp10
V1318736	Gardnerella_sp13
V1201955	not assigned
V1329001	Gardnerella_sp11
V1342755	Gardnerella_sp13
V1343523	Gardnerella_sp13
V1251489	not assigned
V1343825	Gardnerella_sp11
V1343836	Gardnerella_sp13
V1344285	Gardnerella_sp13
V1294991	not assigned
V1345354	Gardnerella_sp11
V1355453	Gardnerella_sp11
V1355708	Gardnerella_sp13
V1355828	Gardnerella_sp13
V1295295	not assigned
V1356189	Gardnerella_sp11
V1356654	Gardnerella_sp11
V1374353	Gardnerella_sp13
V1374426	Gardnerella_sp13
V1375106	Gardnerella_sp13
V1329635	Gardnerella_vaginalis
V1356010	Gardnerella_sp7
V1393950	Gardnerella_sp13
V1356219	Gardnerella_sp7
V1394790	Gardnerella_sp11
V1356373	not assigned
V1400770	Gardnerella_sp13
V1405546	Gardnerella_sp13
V1408675	Gardnerella_sp11
V1358517	not assigned
V1409574	Gardnerella_sp11
V1374534	Gardnerella_sp7
V1420829	Gardnerella_sp11
V1420946	Gardnerella_sp11
V1420971	Gardnerella_sp11
V1421285	Gardnerella_sp11
V1482804	Gardnerella_sp13
V1482807	Gardnerella_sp13
V1385014	Gardnerella_vaginalis
V1498502	Gardnerella_sp13
V1099089	not assigned
V1498569	Gardnerella_sp13
V1498759	Gardnerella_sp13
V1386704	not assigned
V1499194	Gardnerella_sp13
V1499597	Gardnerella_sp13
V1505615	Gardnerella_sp11
V1506328	Gardnerella_sp11
V1506787	Gardnerella_sp13
V1547473	Gardnerella_sp13
V1547837	Gardnerella_sp13
V1394127	Gardnerella_sp14
V1549063	Gardnerella_sp11
V1549532	Gardnerella_sp11
V1561217	Gardnerella_sp11
V1396371	not assigned
V1594237	Gardnerella_sp13
V1594511	Gardnerella_sp13
V1594602	Gardnerella_sp13
V1595159	Gardnerella_sp13
V1595460	Gardnerella_sp13
V1413439	not assigned
V1099132	not assigned
V1602846	Gardnerella_sp13
V1602977	Gardnerella_sp13
V1603034	Gardnerella_sp13
V1603035	Gardnerella_sp13
V1420855	not assigned
V1603076	Gardnerella_sp13
V1603090	Gardnerella_sp13
V1458563	not assigned
V1617219	Gardnerella_sp13
V1619545	Gardnerella_sp13
V1071279	Gardnerella_sp11
V1098856	Gardnerella_sp13
V1070727	Gardnerella_sp11
V1098944	Gardnerella_sp13
V1170493	Gardnerella_sp11
V1098896	Gardnerella_sp13
V1099533	Gardnerella_sp13
V1170549	Gardnerella_sp11
V1085919	Gardnerella_sp11
V1195009	Gardnerella_sp13
V1482697	Gardnerella_sp8
V1099271	Gardnerella_sp13
V1069762	Gardnerella_sp11
V1099434	Gardnerella_sp13
V1594212	Gardnerella_sp13
V1070730	Gardnerella_sp11
V1099678	Gardnerella_sp13
V1071437	Gardnerella_sp11
V1098969	Gardnerella_sp13
V1070169	Gardnerella_sp11
V1483130	not assigned
V1069888	Gardnerella_sp11
V1524007	not assigned
V1067213	Gardnerella_sp11
V1099088	Gardnerella_sp13
V1099171	not assigned
V1099172	not assigned
V1099173	not assigned
V1099174	not assigned
V1099175	not assigned
V1099176	not assigned
V1099177	not assigned
V1099178	not assigned
V1099179	not assigned
V1099180	not assigned
V1099181	not assigned
V1099182	not assigned
V1099183	not assigned
V1099184	not assigned
V1099185	not assigned
V1099186	not assigned
V1099187	not assigned
V1099188	not assigned
V1080746	Gardnerella_sp11
V1505251	Gardnerella_sp11
V1881187	Gardnerella_vaginalis
V1549302	Gardnerella_sp11
V1099515	Gardnerella_sp13
V1082781	Gardnerella_sp11
V1504626	Gardnerella_sp13
V1071179	Gardnerella_sp13
V1313300	Gardnerella_sp11
V1006904	Gardnerella_sp8
V1070883	Gardnerella_sp11
V1072722	Gardnerella_sp11
V1007438	Gardnerella_sp9
V1070947	Gardnerella_sp11
V1068368	Gardnerella_sp11
V1009325	not assigned
V1394202	Gardnerella_sp11
V1069759	Gardnerella_sp11
V1011103	not assigned
V1195136	Gardnerella_sp13
V1099316	Gardnerella_sp13
V1310604	Gardnerella_sp11
V1043752	Gardnerella_sp8
V1071122	Gardnerella_sp11
V1099463	Gardnerella_sp13
V1069042	Gardnerella_sp11
V1099263	Gardnerella_sp13
V1099217	not assigned
V1083796	Gardnerella_sp11
V1099219	not assigned
V1099005	Gardnerella_sp13
V1554320	not assigned
V1013363	Gardnerella_sp9
V1099304	Gardnerella_sp13
V1175732	Gardnerella_sp11
V1071277	Gardnerella_sp11
V1176871	Gardnerella_sp11
V1014109	Gardnerella_sp9
V1073458	Gardnerella_sp11
V1098892	Gardnerella_sp13
V1042336	not assigned
V1008725	Gardnerella_sp9
V1099234	Gardnerella_sp7
V1412832	Gardnerella_sp11
V1099382	Gardnerella_sp13
V1099237	not assigned
V1099238	not assigned
V1099239	not assigned
V1099240	not assigned
V1099241	not assigned
V1099242	not assigned
V1071170	Gardnerella_sp8
V1099244	not assigned
V1099245	not assigned
V1099246	not assigned
V1099247	not assigned
V1099248	not assigned
V1099249	not assigned
V1099250	not assigned
V1099251	not assigned
V1241883	Gardnerella_sp13
V1080745	Gardnerella_sp11
V1069209	Gardnerella_sp11
V1099146	Gardnerella_sp13
V1342680	Gardnerella_sp13
V1504427	Gardnerella_sp11
V1067221	Gardnerella_sp11
V1069317	Gardnerella_sp11
V1099003	Gardnerella_sp13
V1099155	Gardnerella_sp13
V1099191	Gardnerella_sp13
V1099168	Gardnerella_sp13
V1068364	Gardnerella_sp11
V1099001	Gardnerella_sp13
V1067876	Gardnerella_sp11
V1195007	Gardnerella_sp13
V1313159	Gardnerella_sp13
V1099152	Gardnerella_sp13
V1170567	Gardnerella_sp11
V1086949	not assigned
V1098913	Gardnerella_sp13
V1103281	Gardnerella_sp8
V1070407	Gardnerella_sp13
V1099083	Gardnerella_sp13
V1099395	Gardnerella_sp13
V1099277	not assigned
V1084541	Gardnerella_sp11
V1108537	Gardnerella_vaginalis
V1171285	Gardnerella_sp11
V1074570	Gardnerella_sp11
V1076035	Gardnerella_sp11
V1098984	Gardnerella_sp13
V1099429	Gardnerella_sp13
V1099430	Gardnerella_sp13
V1070443	Gardnerella_sp11
V1195049	Gardnerella_sp13
V1069512	Gardnerella_sp11
V1385535	Gardnerella_sp13
V1099518	Gardnerella_sp13
V1420811	Gardnerella_sp11
V1069892	Gardnerella_sp11
V1137062	not assigned
V1099294	not assigned
V1141515	not assigned
V1070865	Gardnerella_sp11
V1099141	Gardnerella_sp13
V1408548	Gardnerella_sp11
V1069628	Gardnerella_sp11
V1151180	Gardnerella_sp8
V1099301	not assigned
V1159280	not assigned
V1310984	Gardnerella_sp11
V1067211	Gardnerella_sp11
V1099048	Gardnerella_sp13
V1099306	not assigned
V1074701	Gardnerella_sp11
V1342677	Gardnerella_sp13
V1501037	Gardnerella_vaginalis
V1099310	not assigned
V1099311	not assigned
V1177259	not assigned
V1191127	Gardnerella_sp7
V1191648	Gardnerella_vaginalis
V1099315	not assigned
V1067888	Gardnerella_sp11
V1342481	Gardnerella_sp13
V1067248	Gardnerella_sp11
V1080743	Gardnerella_sp11
V1082436	Gardnerella_sp11
V1098917	Gardnerella_sp13
V1193126	not assigned
V1195308	Gardnerella_sp13
V1068994	Gardnerella_sp11
V1099504	Gardnerella_sp13
V1311521	Gardnerella_sp11
V1099327	not assigned
V1312801	Gardnerella_sp13
V1099329	not assigned
V1195249	Gardnerella_vaginalis
V1216066	Gardnerella_sp2
V1098838	Gardnerella_sp13
V1345004	Gardnerella_sp11
V1291060	not assigned
V1099335	not assigned
V1067895	Gardnerella_sp11
V1295391	Gardnerella_sp2
V1067210	Gardnerella_sp11
V1067220	Gardnerella_sp11
V1067223	Gardnerella_sp11
V1067233	Gardnerella_sp11
V1099342	not assigned
V1067243	Gardnerella_sp11
V1067884	Gardnerella_sp11
V1067886	Gardnerella_sp11
V1067890	Gardnerella_sp11
V1068457	Gardnerella_sp11
V1068466	Gardnerella_sp11
V1068846	Gardnerella_sp11
V1068993	Gardnerella_sp11
V1069007	Gardnerella_sp11
V1069050	Gardnerella_sp11
V1069052	Gardnerella_sp11
V1069313	Gardnerella_sp11
V1069314	Gardnerella_sp11
V1069335	Gardnerella_sp11
V1069336	Gardnerella_sp11
V1069344	Gardnerella_sp11
V1069346	Gardnerella_sp11
V1314783	not assigned
V1099364	not assigned
V1069510	Gardnerella_sp11
V1069513	Gardnerella_sp11
V1069515	Gardnerella_sp11
V1069563	Gardnerella_sp11
V1069566	Gardnerella_sp11
V1069568	Gardnerella_sp11
V1069626	Gardnerella_sp11
V1069645	Gardnerella_sp11
V1099373	not assigned
V1346825	not assigned
V1395780	not assigned
V1069763	Gardnerella_sp11
V1069928	Gardnerella_sp11
V1069996	Gardnerella_sp11
V1070000	Gardnerella_sp11
V1070170	Gardnerella_sp11
V1070172	Gardnerella_sp11
V1070198	Gardnerella_sp11
V1070211	Gardnerella_sp11
V1070261	Gardnerella_sp11
V1070368	Gardnerella_sp11
V1070374	Gardnerella_sp11
V1070376	Gardnerella_sp11
V1070432	Gardnerella_sp11
V1070538	Gardnerella_sp11
V1400782	not assigned
V1070631	Gardnerella_sp11
V1070726	Gardnerella_sp11
V1070881	Gardnerella_sp11
V1099397	not assigned
V1070946	Gardnerella_sp11
V1071087	Gardnerella_sp11
V1099400	not assigned
V1071351	Gardnerella_sp11
V1071359	Gardnerella_sp11
V1105266	Gardnerella_sp14
V1421697	not assigned
V1071434	Gardnerella_sp11
V1099406	not assigned
V1071476	Gardnerella_sp11
V1071483	Gardnerella_sp11
V1071506	Gardnerella_sp11
V1072299	Gardnerella_sp11
V1072749	Gardnerella_sp11
V1074717	Gardnerella_sp11
V1441675	Gardnerella_sp2
V1076897	Gardnerella_sp11
V1078343	Gardnerella_sp11
V1079592	Gardnerella_sp11
V1080784	Gardnerella_sp11
V1081584	Gardnerella_sp11
V1081994	Gardnerella_sp11
V1082547	Gardnerella_sp11
V1082795	Gardnerella_sp11
V1083090	Gardnerella_sp11
V1083237	Gardnerella_sp11
V1085043	Gardnerella_sp11
V1088393	Gardnerella_sp11
V1088700	Gardnerella_sp11
V1458627	Gardnerella_sp2
V1099437	not assigned
V1098842	Gardnerella_sp13
V1098862	Gardnerella_sp13
V1098875	Gardnerella_sp13
V1098883	Gardnerella_sp13
V1098894	Gardnerella_sp13
V1098897	Gardnerella_sp13
V1098904	Gardnerella_sp13
V1098914	Gardnerella_sp13
V1458788	not assigned
V1098933	Gardnerella_sp13
V1099452	not assigned
V1099453	not assigned
V1098940	Gardnerella_sp13
V1098946	Gardnerella_sp13
V1099456	not assigned
V1099457	not assigned
V1098955	Gardnerella_sp13
V1464945	Gardnerella_sp3
V1466713	Gardnerella_sp8
V1098994	Gardnerella_sp13
V1099004	Gardnerella_sp13
V1505858	Gardnerella_sp2
V1099014	Gardnerella_sp13
V1099029	Gardnerella_sp13
V1099033	Gardnerella_sp13
V1099049	Gardnerella_sp13
V1099053	Gardnerella_sp13
V1099071	Gardnerella_sp13
V1099073	Gardnerella_sp13
V1099091	Gardnerella_sp13
V1099092	Gardnerella_sp13
V1099125	Gardnerella_sp13
V1099135	Gardnerella_sp13
V1099137	Gardnerella_sp13
V1099157	Gardnerella_sp13
V1099192	Gardnerella_sp13
V1099197	Gardnerella_sp13
V1099484	not assigned
V1099211	Gardnerella_sp13
V1099218	Gardnerella_sp13
V1099258	Gardnerella_sp13
V1099269	Gardnerella_sp13
V1099278	Gardnerella_sp13
V1099288	Gardnerella_sp13
V1099298	Gardnerella_sp13
V1099308	Gardnerella_sp13
V1099319	Gardnerella_sp13
V1099322	Gardnerella_sp13
V1547564	Gardnerella_sp8
V1099332	Gardnerella_sp13
V1549534	not assigned
V1099349	Gardnerella_sp13
V1099369	Gardnerella_sp13
V1099383	Gardnerella_sp13
V1099388	Gardnerella_sp13
V1099424	Gardnerella_sp13
V1099506	not assigned
V1099427	Gardnerella_sp13
V1099445	Gardnerella_sp13
V1569545	not assigned
V1099467	Gardnerella_sp13
V1099468	Gardnerella_sp13
V1099487	Gardnerella_sp13
V1099488	Gardnerella_sp13
V1099508	Gardnerella_sp13
V1575021	Gardnerella_leopoldii
V1081756	Gardnerella_sp14
V1583784	not assigned
V1594445	not assigned
V1099609	Gardnerella_sp13
V1612228	not assigned
V1881151	Gardnerella_vaginalis
V1099526	not assigned
V1881262	Gardnerella_vaginalis
V1881352	Gardnerella_vaginalis
V1100002	Gardnerella_sp13
V1109366	Gardnerella_sp13
V1111322	Gardnerella_sp13
V1170134	Gardnerella_sp11
V1170358	Gardnerella_sp11
V1170581	Gardnerella_sp11
V1170862	Gardnerella_sp11
V1171016	Gardnerella_sp11
V1171082	Gardnerella_sp11
V1171127	Gardnerella_sp11
V1171153	Gardnerella_sp11
V1099545	not assigned
V1099546	not assigned
V1099547	not assigned
V1006897	not assigned
V1171172	Gardnerella_sp13
V1171284	Gardnerella_sp11
V1171306	Gardnerella_sp11
V1176080	Gardnerella_sp11
V1176178	Gardnerella_sp11
V1099570	not assigned
V1099572	not assigned
V1099573	not assigned
V1099574	not assigned
V1007431	Gardnerella_sp9
V1099577	not assigned
V1176867	Gardnerella_sp11
V1099581	not assigned
V1177385	Gardnerella_sp11
V1099584	not assigned
V1099587	not assigned
V1177698	Gardnerella_sp11
V1099595	not assigned
V1178261	Gardnerella_sp11
V1195008	Gardnerella_sp13
V1010975	Gardnerella_sp10
V1195029	Gardnerella_sp13
V1099612	not assigned
V1099613	not assigned
V1099620	not assigned
V1099622	not assigned
V1099623	not assigned
V1014531	not assigned
V1099628	not assigned
V1099631	not assigned
V1031938	not assigned
V1099637	not assigned
V1099638	not assigned
V1099639	not assigned
V1099640	not assigned
V1195124	Gardnerella_sp13
V1195148	Gardnerella_sp13
V1051512	Gardnerella_vaginalis
V1099556	Gardnerella_sp13
V1099649	not assigned
V1099657	not assigned
V1099658	not assigned
V1099659	not assigned
V1099664	not assigned
V1081486	not assigned
V1083324	Gardnerella_sp14
V1083618	Gardnerella_sp2
V1099673	not assigned
V1099674	not assigned
V1197356	Gardnerella_sp11
V1240763	Gardnerella_sp13
V1240897	Gardnerella_sp13
V1241081	Gardnerella_sp13
V1099679	not assigned
V1099680	not assigned
V1099681	not assigned
V1099682	not assigned
V1099684	not assigned
V1099685	not assigned
V1241421	Gardnerella_sp13
V1104767	Gardnerella_sp8
V1245878	Gardnerella_sp13
V1099689	not assigned
V1099690	not assigned
V1099691	not assigned
V1099694	not assigned
V1099695	not assigned
V1099696	not assigned
V1099697	Gardnerella_sp8
V1106414	Gardnerella_sp8
V1155215	Gardnerella_leopoldii
V1099701	not assigned
V1099702	Gardnerella_vaginalis
V1248733	Gardnerella_sp13
V1268226	Gardnerella_sp13
V1170948	Gardnerella_sp8
V1176406	Gardnerella_sp8
V1099712	not assigned
V1181057	Gardnerella_sp7
V1099723	not assigned
V1099724	not assigned
V1191183	not assigned
V1199852	Gardnerella_sp10
V1099732	not assigned
V1293068	Gardnerella_sp11
V1099734	not assigned
V1099737	not assigned
V1099738	not assigned
V1099739	not assigned
V1099745	not assigned
V1099750	not assigned
V1099752	not assigned
V1099760	not assigned
V1099761	not assigned
V1011155	Gardnerella_sp9
V1099768	not assigned
V1099769	Gardnerella_vaginalis
V1099771	not assigned
V1099773	not assigned
V1099784	not assigned
V1099785	not assigned
V1240429	Gardnerella_sp2
V1099789	Gardnerella_sp3
V1290820	Gardnerella_sp7
V1292586	not assigned
V1311614	not assigned
V1099795	not assigned
V1008626	not assigned
V1099800	Gardnerella_sp3
V1375806	not assigned
V1397029	not assigned
V1311679	Gardnerella_sp13
V1099812	not assigned
V1311807	Gardnerella_sp11
V1312281	Gardnerella_sp13
V1099820	not assigned
V1099822	not assigned
V1099823	not assigned
V1312571	Gardnerella_sp13
V1099825	not assigned
V1099828	not assigned
V1099831	not assigned
V1099833	Gardnerella_piotii
V1099836	not assigned
V1398525	Gardnerella_vaginalis
V1099838	not assigned
V1099843	not assigned
V1099846	not assigned
V1099849	not assigned
V1099850	not assigned
V1099851	not assigned
V1099856	not assigned
V1099857	not assigned
V1099860	not assigned
V1099865	not assigned
V1099869	not assigned
V1099873	not assigned
V1099874	not assigned
V1099875	not assigned
V1104524	Gardnerella_vaginalis
V1099886	Gardnerella_sp3
V1313146	Gardnerella_sp11
V1313332	Gardnerella_sp13
V1099898	not assigned
V1402629	not assigned
V1099907	not assigned
V1099912	not assigned
V1099913	Gardnerella_sp3
V1099914	not assigned
V1409726	not assigned
V1099917	not assigned
V1099919	not assigned
V1099920	not assigned
V1099923	Gardnerella_vaginalis
V1099925	not assigned
V1099927	not assigned
V1099931	not assigned
V1099932	not assigned
V1099933	not assigned
V1099936	not assigned
V1099939	not assigned
V1501527	not assigned
V1505400	Gardnerella_sp2
V1099951	not assigned
V1099952	not assigned
V1099956	not assigned
V1099960	Gardnerella_sp3
V1099961	not assigned
V1603263	Gardnerella_sp8
V1099965	not assigned
V1006905	Gardnerella_sp8
V1099972	not assigned
V1099974	not assigned
V1099984	not assigned
V1011989	not assigned
V1313730	Gardnerella_sp11
V1313781	Gardnerella_sp13
V1099990	not assigned
V1099991	not assigned
V1099998	not assigned
V1006912	Gardnerella_sp9
V1313864	Gardnerella_sp13
V1100004	not assigned
V1100007	not assigned
V1100009	not assigned
V1100010	not assigned
V1100026	not assigned
V1100031	not assigned
V1239754	Gardnerella_sp7
V1314545	Gardnerella_sp11
V1100048	not assigned
V1100049	not assigned
V1007464	Gardnerella_sp9
V1190467	not assigned
V1315722	Gardnerella_sp11
V1100058	not assigned
V1100059	Gardnerella_leopoldii
V1100060	not assigned
V1100061	not assigned
V1100062	Gardnerella_sp3
V1100063	not assigned
V1100066	not assigned
V1100068	not assigned
V1136969	not assigned
V1100073	Gardnerella_leopoldii
V1008399	Gardnerella_sp9
V1100076	not assigned
V1100078	not assigned
V1100080	not assigned
V1100081	not assigned
V1100084	not assigned
V1100085	not assigned
V1100088	not assigned
V1008717	Gardnerella_sp9
V1100097	not assigned
V1100105	Gardnerella_sp7
V1100106	Gardnerella_sp7
V1136932	not assigned
V1100118	not assigned
V1100122	not assigned
V1100135	not assigned
V1047607	not assigned
V1100137	not assigned
V1100144	not assigned
V1100146	not assigned
V1053098	not assigned
V1100151	not assigned
V1100152	Gardnerella_sp3
V1100155	not assigned
V1100156	not assigned
V1100157	not assigned
V1100170	not assigned
V1316425	Gardnerella_sp11
V1100176	not assigned
V1100177	Gardnerella_sp3
V1318945	Gardnerella_sp11
V1100181	not assigned
V1100182	not assigned
V1100191	not assigned
V1053798	not assigned
V1055014	Gardnerella_sp2
V1100204	not assigned
V1072616	Gardnerella_sp2
V1078622	Gardnerella_sp14
V1100229	not assigned
V1103159	Gardnerella_sp14
V1100245	not assigned
V1100254	not assigned
V1100257	Gardnerella_sp7
V1103749	Gardnerella_sp8
V1114721	Gardnerella_sp8
V1118628	Gardnerella_sp8
V1136902	Gardnerella_sp8
V1100305	not assigned
V1100309	not assigned
V1100311	not assigned
V1100320	not assigned
V1100335	Gardnerella_sp7
V1100338	not assigned
V1158102	not assigned
V1159177	not assigned
V1176597	Gardnerella_sp8
V1100369	Gardnerella_piotii
V1100375	not assigned
V1100376	Gardnerella_sp3
V1100388	not assigned
V1571099	not assigned
V1100411	Gardnerella_piotii
V1183630	Gardnerella_sp7
V1100438	not assigned
V1201754	Gardnerella_sp2
V1100448	not assigned
V1100521	not assigned
V1219341	Gardnerella_piotii
V1233407	not assigned
V1240618	not assigned
V1100551	not assigned
V1100560	not assigned
V1100571	not assigned
V1100577	not assigned
V1100621	not assigned
V1265500	Gardnerella_vaginalis
V1100643	Gardnerella_sp7
V1100756	not assigned
V1100760	not assigned
V1100841	not assigned
V1328582	Gardnerella_sp2
V1334306	not assigned
V1100897	not assigned
V1100901	not assigned
V1100941	Gardnerella_vaginalis
V1356896	not assigned
V1100972	Gardnerella_sp3
V1368035	Gardnerella_vaginalis
V1344846	not assigned
V1403905	not assigned
V1101037	not assigned
V1101129	Gardnerella_sp7
V1405100	not assigned
V1102510	Gardnerella_vaginalis
V1102520	Gardnerella_sp12
V1102521	Gardnerella_sp12
V1102522	Gardnerella_sp12
V1102523	Gardnerella_sp12
V1102524	Gardnerella_sp12
V1102525	Gardnerella_sp12
V1102526	Gardnerella_sp12
V1102527	Gardnerella_sp12
V1102528	Gardnerella_sp12
V1102529	Gardnerella_sp12
V1102530	Gardnerella_sp12
V1102531	Gardnerella_sp12
V1102532	Gardnerella_sp12
V1102533	Gardnerella_sp12
V1166905	not assigned
V1102581	Gardnerella_sp12
V1102582	Gardnerella_sp12
V1102583	Gardnerella_sp12
V1102623	Gardnerella_sp12
V1102635	Gardnerella_sp12
V1102636	Gardnerella_sp12
V1102637	Gardnerella_sp12
V1102638	Gardnerella_sp12
V1102639	Gardnerella_sp12
V1102640	Gardnerella_sp12
V1102641	Gardnerella_sp12
V1102642	Gardnerella_sp12
V1102643	Gardnerella_sp12
V1102652	Gardnerella_sp12
V1102653	Gardnerella_sp12
V1102654	Gardnerella_sp12
V1102655	Gardnerella_sp12
V1102765	Gardnerella_vaginalis
V1102766	Gardnerella_sp12
V1102767	Gardnerella_sp12
V1102768	Gardnerella_sp12
V1102769	Gardnerella_sp12
V1505206	not assigned
V1102772	not assigned
V1102773	Gardnerella_sp12
V1102774	Gardnerella_sp12
V1102775	not assigned
V1102776	Gardnerella_sp12
V1102777	Gardnerella_sp12
V1102778	Gardnerella_sp12
V1102779	Gardnerella_sp12
V1102780	Gardnerella_sp12
V1102781	not assigned
V1102782	Gardnerella_sp12
V1319855	Gardnerella_sp13
V1085468	Gardnerella_sp14
V1102808	not assigned
V1102809	not assigned
V1102810	not assigned
V1320081	Gardnerella_sp11
V1563626	not assigned
V1570602	not assigned
V1574511	Gardnerella_sp7
V1008391	Gardnerella_sp10
V1008394	Gardnerella_sp9
V1011531	not assigned
V1013191	Gardnerella_sp9
V1145545	Gardnerella_swidsinkii
V1042319	Gardnerella_sp8
V1042893	Gardnerella_sp14
V1102848	Gardnerella_sp12
V1102849	Gardnerella_sp12
V1102850	Gardnerella_sp12
V1102851	Gardnerella_sp12
V1102852	Gardnerella_sp12
V1102853	Gardnerella_sp12
V1102926	not assigned
V1102927	not assigned
V1102928	Gardnerella_sp14
V1102929	not assigned
V1102930	Gardnerella_sp14
V1102931	not assigned
V1056204	Gardnerella_sp2
V1102933	Gardnerella_sp12
V1102935	Gardnerella_sp12
V1102936	Gardnerella_sp12
V1102937	Gardnerella_sp12
V1102985	Gardnerella_sp14
V1102986	not assigned
V1102987	not assigned
V1102990	Gardnerella_sp14
V1102991	Gardnerella_sp14
V1102992	not assigned
V1102993	not assigned
V1102994	Gardnerella_sp12
V1102995	Gardnerella_sp12
V1102996	not assigned
V1085947	Gardnerella_sp14
V1102998	Gardnerella_sp12
V1102999	Gardnerella_sp12
V1103000	Gardnerella_sp12
V1103001	not assigned
V1103834	Gardnerella_sp8
V1120964	not assigned
V1103018	Gardnerella_sp12
V1103019	Gardnerella_sp12
V1103020	Gardnerella_sp12
V1103021	Gardnerella_sp12
V1103022	Gardnerella_sp12
V1103023	Gardnerella_sp12
V1103024	Gardnerella_sp12
V1103026	Gardnerella_sp12
V1103027	Gardnerella_sp12
V1103029	Gardnerella_vaginalis
V1152039	Gardnerella_sp14
V1171387	not assigned
V1171493	not assigned
V1240107	Gardnerella_sp7
V1103121	not assigned
V1291350	not assigned
V1295012	Gardnerella_sp2
V1295031	Gardnerella_sp2
V1105029	not assigned
V1334693	not assigned
V1103127	Gardnerella_sp12
V1103128	not assigned
V1103140	not assigned
V1103141	Gardnerella_sp14
V1394786	Gardnerella_sp7
V1103143	Gardnerella_sp8
V1103144	Gardnerella_sp8
V1406198	Gardnerella_vaginalis
V1421636	not assigned
V1103156	not assigned
V1103157	Gardnerella_sp12
V1103158	Gardnerella_sp12
V1458360	not assigned
V1103160	not assigned
V1103161	Gardnerella_sp12
V1103162	not assigned
V1103163	not assigned
V1103164	Gardnerella_sp12
V1103165	Gardnerella_sp12
V1103166	Gardnerella_sp12
V1103167	Gardnerella_sp12
V1500970	not assigned
V1103184	Gardnerella_sp12
V1103185	Gardnerella_sp12
V1548273	not assigned
V1583138	not assigned
V1103188	not assigned
V1103189	Gardnerella_sp12
V1103190	Gardnerella_sp12
V1103191	not assigned
V1103192	not assigned
V1103193	not assigned
V1103194	not assigned
V1103195	Gardnerella_sp14
V1103196	Gardnerella_sp12
V1103197	Gardnerella_sp12
V1587679	not assigned
V1103269	Gardnerella_sp14
V1595613	Gardnerella_vaginalis
V1604160	not assigned
V1616767	not assigned
V1881100	Gardnerella_vaginalis
V1137019	Gardnerella_sp8
V1009313	Gardnerella_sp9
V1008398	Gardnerella_sp9
V1881345	Gardnerella_vaginalis
V1074703	Gardnerella_sp8
V1054088	not assigned
V1055301	not assigned
V1078568	Gardnerella_sp14
V1100546	not assigned
V1103304	not assigned
V1103305	not assigned
V1103306	Gardnerella_sp12
V1103307	Gardnerella_sp12
V1103334	Gardnerella_sp14
V1103335	Gardnerella_sp14
V1103336	Gardnerella_sp14
V1103337	Gardnerella_sp12
V1103338	Gardnerella_sp12
V1105521	Gardnerella_sp8
V1107787	not assigned
V1152230	not assigned
V1138996	not assigned
V1154478	not assigned
V1103397	not assigned
